pfamacc	goterm	obsolete	consider	replaced	alt_id	go.name	go.namespace
7366	PF06608	GO:0005634					nucleus	cellular_component
7372	PF06616	GO:0000287					magnesium ion binding	molecular_function
7373	PF06616	GO:0003677					DNA binding	molecular_function
7374	PF06616	GO:0009036					Type II site-specific deoxyribonuclease activity	molecular_function
7375	PF06616	GO:0009307					DNA restriction-modification system	biological_process
7386	PF06624	GO:0005783					endoplasmic reticulum	cellular_component
7387	PF06630	GO:0051908					double-stranded DNA 5'-3' exodeoxyribonuclease activity	molecular_function
7388	PF06630	GO:0090305					nucleic acid phosphodiester bond hydrolysis	biological_process
7389	PF06632	GO:0003677					DNA binding	molecular_function
7390	PF06632	GO:0006302					double-strand break repair	biological_process
7391	PF06632	GO:0006310					DNA recombination	biological_process
7392	PF06632	GO:0005634					nucleus	cellular_component
7394	PF06638	GO:0007275					multicellular organismal development	biological_process
7395	PF06638	GO:0016021					integral component of membrane	cellular_component
7396	PF06644	GO:0006461					protein complex assembly	biological_process
7397	PF06644	GO:0005739					mitochondrion	cellular_component
7398	PF06645	GO:0008233					peptidase activity	molecular_function
7399	PF06645	GO:0006465					signal peptide processing	biological_process
7400	PF06645	GO:0005787					signal peptidase complex	cellular_component
7401	PF06645	GO:0016021					integral component of membrane	cellular_component
7408	PF06662	GO:0016857					racemase and epimerase activity, acting on carbohydrates and derivatives	molecular_function
7409	PF06662	GO:0006024					glycosaminoglycan biosynthetic process	biological_process
7410	PF06662	GO:0016021					integral component of membrane	cellular_component
7414	PF06667	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
7415	PF06667	GO:0009271					phage shock	biological_process
7418	PF06682	GO:2001256					regulation of store-operated calcium entry	biological_process
7419	PF06682	GO:0030176					integral component of endoplasmic reticulum membrane	cellular_component
7420	PF06687	GO:0005886				GO:0005904;	plasma membrane	cellular_component
7421	PF06689	GO:0008270					zinc ion binding	molecular_function
7422	PF06689	GO:0046983					protein dimerization activity	molecular_function
7423	PF06699	GO:0006506				GO:0015998;	GPI anchor biosynthetic process	biological_process
7424	PF06699	GO:0005789					endoplasmic reticulum membrane	cellular_component
7425	PF06699	GO:0016021					integral component of membrane	cellular_component
7426	PF06701	GO:0004842				GO:0004840;GO:0004841;	ubiquitin-protein transferase activity	molecular_function
7427	PF06701	GO:0046872					metal ion binding	molecular_function
7428	PF06701	GO:0016567					protein ubiquitination	biological_process
7429	PF06703	GO:0008233					peptidase activity	molecular_function
7430	PF06703	GO:0006465					signal peptide processing	biological_process
7431	PF06703	GO:0005787					signal peptidase complex	cellular_component
7432	PF06703	GO:0016021					integral component of membrane	cellular_component
7433	PF06713	GO:0030153					bacteriocin immunity	biological_process
7435	PF06723	GO:0000902				GO:0007148;GO:0045790;GO:0045791;	cell morphogenesis	biological_process
7436	PF06725	GO:0004553				GO:0016800;	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function
7437	PF06725	GO:0009254				GO:0009287;	peptidoglycan turnover	biological_process
7438	PF06725	GO:0019867					outer membrane	cellular_component
7439	PF06728	GO:0006506				GO:0015998;	GPI anchor biosynthetic process	biological_process
7440	PF06728	GO:0016021					integral component of membrane	cellular_component
7443	PF06732	GO:0042254				GO:0007046;	ribosome biogenesis	biological_process
7444	PF06732	GO:0005730					nucleolus	cellular_component
7445	PF06733	GO:0003677					DNA binding	molecular_function
7446	PF06733	GO:0004003					ATP-dependent DNA helicase activity	molecular_function
7447	PF06733	GO:0005524					ATP binding	molecular_function
7451	PF06736	GO:0005267					potassium channel activity	molecular_function
7454	PF06751	GO:0008851					ethanolamine ammonia-lyase activity	molecular_function
7455	PF06751	GO:0006520				GO:0006519;	cellular amino acid metabolic process	biological_process
7459	PF06754	GO:0015716					organic phosphonate transport	biological_process
7460	PF06754	GO:0019634					organic phosphonate metabolic process	biological_process
7463	PF06766	GO:0005576					extracellular region	cellular_component
7464	PF06769	GO:0004519					endonuclease activity	molecular_function
7465	PF06769	GO:0006401					RNA catabolic process	biological_process
7467	PF06777	GO:0005634					nucleus	cellular_component
7468	PF06783	GO:0016021					integral component of membrane	cellular_component
7474	PF06807	GO:0031124					mRNA 3'-end processing	biological_process
7475	PF06809	GO:0016021					integral component of membrane	cellular_component
7476	PF06810	GO:0005198					structural molecule activity	molecular_function
7477	PF06814	GO:0016021					integral component of membrane	cellular_component
7484	PF06821	GO:0016787					hydrolase activity	molecular_function
7485	PF06831	GO:0003684					damaged DNA binding	molecular_function
7486	PF06831	GO:0003906					DNA-(apurinic or apyrimidinic site) lyase activity	molecular_function
7487	PF06831	GO:0008270					zinc ion binding	molecular_function
7488	PF06831	GO:0016799					hydrolase activity, hydrolyzing N-glycosyl compounds	molecular_function
7489	PF06831	GO:0006289				GO:0045001;	nucleotide-excision repair	biological_process
7491	PF06839	GO:0008270					zinc ion binding	molecular_function
7492	PF06841	GO:0005198					structural molecule activity	molecular_function
7493	PF06849	GO:0000287					magnesium ion binding	molecular_function
7494	PF06849	GO:0005524					ATP binding	molecular_function
7495	PF06849	GO:0016879					ligase activity, forming carbon-nitrogen bonds	molecular_function
7496	PF06849	GO:0006188					IMP biosynthetic process	biological_process
7497	PF06858	GO:0005525					GTP binding	molecular_function
7498	PF06859	GO:0008168				GO:0004480;	methyltransferase activity	molecular_function
7499	PF06862	GO:0005634					nucleus	cellular_component
7506	PF06874	GO:0042132					fructose 1,6-bisphosphate 1-phosphatase activity	molecular_function
7507	PF06874	GO:0006094					gluconeogenesis	biological_process
7509	PF06881	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
7510	PF06881	GO:0005634					nucleus	cellular_component
7511	PF06881	GO:0016021					integral component of membrane	cellular_component
7515	PF06888	GO:0016791				GO:0003869;GO:0016302;	phosphatase activity	molecular_function
7516	PF06888	GO:0008152					metabolic process	biological_process
7517	PF06905	GO:0043066				GO:0006916;	negative regulation of apoptotic process	biological_process
7522	PF06925	GO:0016758					transferase activity, transferring hexosyl groups	molecular_function
7523	PF06925	GO:0009247					glycolipid biosynthetic process	biological_process
7527	PF06936	GO:0006886				GO:0032779;	intracellular protein transport	biological_process
7528	PF06936	GO:0030176					integral component of endoplasmic reticulum membrane	cellular_component
7529	PF06941	GO:0008253					5'-nucleotidase activity	molecular_function
7530	PF06941	GO:0009264					deoxyribonucleotide catabolic process	biological_process
7531	PF06951	GO:0004623					phospholipase A2 activity	molecular_function
7532	PF06951	GO:0005509					calcium ion binding	molecular_function
7533	PF06951	GO:0016042				GO:0006724;	lipid catabolic process	biological_process
7534	PF06951	GO:0005576					extracellular region	cellular_component
7535	PF06953	GO:0003677					DNA binding	molecular_function
7536	PF06953	GO:0045892				GO:0016481;GO:0032582;GO:0061021;	negative regulation of transcription, DNA-templated	biological_process
7537	PF06953	GO:0046685					response to arsenic-containing substance	biological_process
7544	PF06957	GO:0005198					structural molecule activity	molecular_function
7545	PF06957	GO:0005515				GO:0045308;	protein binding	molecular_function
7546	PF06957	GO:0006886				GO:0032779;	intracellular protein transport	biological_process
7547	PF06957	GO:0016192				GO:0006899;	vesicle-mediated transport	biological_process
7548	PF06957	GO:0030126				GO:0017167;	COPI vesicle coat	cellular_component
7550	PF06963	GO:0005381				GO:0005382;GO:0016033;	iron ion transmembrane transporter activity	molecular_function
7551	PF06963	GO:0034755					iron ion transmembrane transport	biological_process
7552	PF06963	GO:0016021					integral component of membrane	cellular_component
7553	PF06964	GO:0046556					alpha-L-arabinofuranosidase activity	molecular_function
7554	PF06964	GO:0046373					L-arabinose metabolic process	biological_process
7555	PF06965	GO:0006814				GO:0006834;GO:0016974;	sodium ion transport	biological_process
7556	PF06965	GO:0006885					regulation of pH	biological_process
7557	PF06965	GO:0016021					integral component of membrane	cellular_component
7558	PF06971	GO:0045892				GO:0016481;GO:0032582;GO:0061021;	negative regulation of transcription, DNA-templated	biological_process
7559	PF06971	GO:0051775				GO:0006980;	response to redox state	biological_process
7560	PF06971	GO:0005737					cytoplasm	cellular_component
7561	PF06973	GO:0000287					magnesium ion binding	molecular_function
7562	PF06973	GO:0005524					ATP binding	molecular_function
7563	PF06973	GO:0016879					ligase activity, forming carbon-nitrogen bonds	molecular_function
7564	PF06973	GO:0006188					IMP biosynthetic process	biological_process
7565	PF06974	GO:0004144					diacylglycerol O-acyltransferase activity	molecular_function
7566	PF06978	GO:0004526					ribonuclease P activity	molecular_function
7567	PF06978	GO:0001682					tRNA 5'-leader removal	biological_process
7568	PF06984	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
7569	PF06984	GO:0006412				GO:0006416;GO:0006453;GO:0043037;	translation	biological_process
7570	PF06984	GO:0005761					mitochondrial ribosome	cellular_component
7573	PF06990	GO:0001733					galactosylceramide sulfotransferase activity	molecular_function
7574	PF06990	GO:0009247					glycolipid biosynthetic process	biological_process
7575	PF06990	GO:0005794					Golgi apparatus	cellular_component
7576	PF06990	GO:0016021					integral component of membrane	cellular_component
7580	PF07012	GO:0007155					cell adhesion	biological_process
7581	PF07012	GO:0009289					pilus	cellular_component
7582	PF07022	GO:0003677					DNA binding	molecular_function
7583	PF07022	GO:0045892				GO:0016481;GO:0032582;GO:0061021;	negative regulation of transcription, DNA-templated	biological_process
7584	PF07034	GO:0003677					DNA binding	molecular_function
7585	PF07034	GO:0006260				GO:0055133;	DNA replication	biological_process
7586	PF07034	GO:0005664					nuclear origin of replication recognition complex	cellular_component
7587	PF07043	GO:0005886				GO:0005904;	plasma membrane	cellular_component
7596	PF07065	GO:0007049					cell cycle	biological_process
7597	PF07068	GO:0019012					virion	cellular_component
7598	PF07068	GO:0019028				GO:0046728;	viral capsid	cellular_component
7599	PF07074	GO:0006614					SRP-dependent cotranslational protein targeting to membrane	biological_process
7600	PF07074	GO:0016021					integral component of membrane	cellular_component
7601	PF07086	GO:0007029					endoplasmic reticulum organization	biological_process
7602	PF07086	GO:0005789					endoplasmic reticulum membrane	cellular_component
7604	PF07095	GO:0009276					Gram-negative-bacterium-type cell wall	cellular_component
7605	PF07095	GO:0016021					integral component of membrane	cellular_component
7606	PF07109	GO:0046406					magnesium protoporphyrin IX methyltransferase activity	molecular_function
7607	PF07109	GO:0015995					chlorophyll biosynthetic process	biological_process
7608	PF07111	GO:0030154					cell differentiation	biological_process
7609	PF07123	GO:0015979					photosynthesis	biological_process
7610	PF07123	GO:0009507					chloroplast	cellular_component
7611	PF07123	GO:0009523					photosystem II	cellular_component
7614	PF07127	GO:0046872					metal ion binding	molecular_function
7615	PF07127	GO:0009878					nodule morphogenesis	biological_process
7616	PF07137	GO:0046422					violaxanthin de-epoxidase activity	molecular_function
7617	PF07137	GO:0055114					oxidation-reduction process	biological_process
7618	PF07137	GO:0009507					chloroplast	cellular_component
7621	PF07147	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
7622	PF07147	GO:0006412				GO:0006416;GO:0006453;GO:0043037;	translation	biological_process
7623	PF07147	GO:0005739					mitochondrion	cellular_component
7624	PF07147	GO:0005840				GO:0033279;	ribosome	cellular_component
7627	PF07155	GO:0016020					membrane	cellular_component
7628	PF07156	GO:0016670					oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor	molecular_function
7629	PF07156	GO:0030328					prenylcysteine catabolic process	biological_process
7630	PF07156	GO:0055114					oxidation-reduction process	biological_process
7634	PF07167	GO:0042619					poly-hydroxybutyrate biosynthetic process	biological_process
7635	PF07168	GO:0071705					nitrogen compound transport	biological_process
7638	PF07178	GO:0000746					conjugation	biological_process
7639	PF07178	GO:0019867					outer membrane	cellular_component
7641	PF07194	GO:0000155					phosphorelay sensor kinase activity	molecular_function
7642	PF07194	GO:0004673				GO:0008896;	protein histidine kinase activity	molecular_function
7643	PF07194	GO:0000160					phosphorelay signal transduction system	biological_process
7644	PF07194	GO:0006928					movement of cell or subcellular component	biological_process
7645	PF07195	GO:0007155					cell adhesion	biological_process
7646	PF07195	GO:0009288					bacterial-type flagellum	cellular_component
7647	PF07196	GO:0006928					movement of cell or subcellular component	biological_process
7648	PF07196	GO:0044781					bacterial-type flagellum organization	biological_process
7649	PF07196	GO:0009288					bacterial-type flagellum	cellular_component
7660	PF07224	GO:0047746					chlorophyllase activity	molecular_function
7661	PF07224	GO:0015996					chlorophyll catabolic process	biological_process
7662	PF07225	GO:0008137					NADH dehydrogenase (ubiquinone) activity	molecular_function
7663	PF07225	GO:0005739					mitochondrion	cellular_component
7664	PF07228	GO:0003824					catalytic activity	molecular_function
7668	PF07238	GO:0035438					cyclic-di-GMP binding	molecular_function
7671	PF07244	GO:0019867					outer membrane	cellular_component
7672	PF07247	GO:0004026					alcohol O-acetyltransferase activity	molecular_function
7673	PF07247	GO:0006066					alcohol metabolic process	biological_process
7679	PF07263	GO:0001503					ossification	biological_process
7680	PF07263	GO:0030198					extracellular matrix organization	biological_process
7685	PF07284	GO:0016836					hydro-lyase activity	molecular_function
7686	PF07284	GO:0019685					photosynthesis, dark reaction	biological_process
7687	PF07284	GO:0030494					bacteriochlorophyll biosynthetic process	biological_process
7688	PF07289	GO:0034464					BBSome	cellular_component
7689	PF07291	GO:0030416					methylamine metabolic process	biological_process
7690	PF07291	GO:0016021					integral component of membrane	cellular_component
7693	PF07297	GO:0009059				GO:0043284;	macromolecule biosynthetic process	biological_process
7694	PF07297	GO:0030176					integral component of endoplasmic reticulum membrane	cellular_component
7699	PF07347	GO:0008137					NADH dehydrogenase (ubiquinone) activity	molecular_function
7700	PF07347	GO:0042773					ATP synthesis coupled electron transport	biological_process
7701	PF07347	GO:0005743					mitochondrial inner membrane	cellular_component
7702	PF07348	GO:0009898					cytoplasmic side of plasma membrane	cellular_component
7703	PF07352	GO:0003690					double-stranded DNA binding	molecular_function
7704	PF07352	GO:0042262					DNA protection	biological_process
7709	PF07355	GO:0050485					oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor	molecular_function
7710	PF07355	GO:0055114					oxidation-reduction process	biological_process
7720	PF07378	GO:0048027					mRNA 5'-UTR binding	molecular_function
7721	PF07378	GO:0006402					mRNA catabolic process	biological_process
7722	PF07378	GO:1902209					negative regulation of bacterial-type flagellum assembly	biological_process
7728	PF07393	GO:0006887				GO:0016194;GO:0016195;	exocytosis	biological_process
7729	PF07393	GO:0048278					vesicle docking	biological_process
7730	PF07393	GO:0005737					cytoplasm	cellular_component
7732	PF07404	GO:0042162					telomeric DNA binding	molecular_function
7733	PF07404	GO:0000781					chromosome, telomeric region	cellular_component
7739	PF07421	GO:0005184					neuropeptide hormone activity	molecular_function
7740	PF07421	GO:0005576					extracellular region	cellular_component
7742	PF07429	GO:0008417					fucosyltransferase activity	molecular_function
7743	PF07429	GO:0009246					enterobacterial common antigen biosynthetic process	biological_process
7744	PF07429	GO:0036065					fucosylation	biological_process
7745	PF07432	GO:0003677					DNA binding	molecular_function
7750	PF07460	GO:0003677					DNA binding	molecular_function
7753	PF07463	GO:0016788					hydrolase activity, acting on ester bonds	molecular_function
7757	PF07465	GO:0015979					photosynthesis	biological_process
7761	PF07475	GO:0000155					phosphorelay sensor kinase activity	molecular_function
7762	PF07475	GO:0004672				GO:0050222;	protein kinase activity	molecular_function
7763	PF07475	GO:0005524					ATP binding	molecular_function
7764	PF07475	GO:0000160					phosphorelay signal transduction system	biological_process
7765	PF07475	GO:0006109					regulation of carbohydrate metabolic process	biological_process
7766	PF07477	GO:0046559					alpha-glucuronidase activity	molecular_function
7767	PF07477	GO:0045493					xylan catabolic process	biological_process
7768	PF07477	GO:0005576					extracellular region	cellular_component
7769	PF07478	GO:0008716					D-alanine-D-alanine ligase activity	molecular_function
7770	PF07479	GO:0004367					glycerol-3-phosphate dehydrogenase [NAD+] activity	molecular_function
7771	PF07479	GO:0005975					carbohydrate metabolic process	biological_process
7772	PF07479	GO:0055114					oxidation-reduction process	biological_process
7773	PF07486	GO:0016787					hydrolase activity	molecular_function
7778	PF07488	GO:0046559					alpha-glucuronidase activity	molecular_function
7779	PF07488	GO:0045493					xylan catabolic process	biological_process
7780	PF07488	GO:0005576					extracellular region	cellular_component
7785	PF07496	GO:0008270					zinc ion binding	molecular_function
7786	PF07497	GO:0003723					RNA binding	molecular_function
7787	PF07497	GO:0006353					DNA-templated transcription, termination	biological_process
7788	PF07498	GO:0006353					DNA-templated transcription, termination	biological_process
7789	PF07499	GO:0005524					ATP binding	molecular_function
7790	PF07499	GO:0009378					four-way junction helicase activity	molecular_function
7791	PF07499	GO:0006281					DNA repair	biological_process
7792	PF07499	GO:0006310					DNA recombination	biological_process
7793	PF07499	GO:0009379					Holliday junction helicase complex	cellular_component
7794	PF07500	GO:0006351				GO:0006350;GO:0061018;GO:0061022;	transcription, DNA-templated	biological_process
7795	PF07503	GO:0008270					zinc ion binding	molecular_function
7796	PF07508	GO:0000150					recombinase activity	molecular_function
7797	PF07508	GO:0003677					DNA binding	molecular_function
7798	PF07516	GO:0017038					protein import	biological_process
7799	PF07516	GO:0016020					membrane	cellular_component
7800	PF07517	GO:0005524					ATP binding	molecular_function
7801	PF07517	GO:0017038					protein import	biological_process
7802	PF07517	GO:0016020					membrane	cellular_component
7803	PF07525	GO:0035556				GO:0007242;GO:0007243;GO:0023013;GO:0023034;	intracellular signal transduction	biological_process
7804	PF07527	GO:0003677					DNA binding	molecular_function
7805	PF07527	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
7806	PF07531	GO:0003700				GO:0000130;	transcription factor activity, sequence-specific DNA binding	molecular_function
7807	PF07531	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
7808	PF07533	GO:0005515				GO:0045308;	protein binding	molecular_function
7809	PF07533	GO:0016817					hydrolase activity, acting on acid anhydrides	molecular_function
7812	PF07536	GO:0004673				GO:0008896;	protein histidine kinase activity	molecular_function
7813	PF07541	GO:0003723					RNA binding	molecular_function
7814	PF07541	GO:0003743				GO:0003744;GO:0003745;	translation initiation factor activity	molecular_function
7815	PF07541	GO:0005850					eukaryotic translation initiation factor 2 complex	cellular_component
7816	PF07542	GO:0043461					proton-transporting ATP synthase complex assembly	biological_process
7822	PF07546	GO:0005515				GO:0045308;	protein binding	molecular_function
7829	PF07562	GO:0004930				GO:0001622;GO:0001623;GO:0001624;GO:0001625;GO:0016526;	G-protein coupled receptor activity	molecular_function
7830	PF07562	GO:0007186					G-protein coupled receptor signaling pathway	biological_process
7831	PF07565	GO:0008509					anion transmembrane transporter activity	molecular_function
7832	PF07565	GO:0006820				GO:0006822;	anion transport	biological_process
7833	PF07565	GO:0016021					integral component of membrane	cellular_component
7836	PF07571	GO:0051090					regulation of sequence-specific DNA binding transcription factor activity	biological_process
7837	PF07571	GO:0005634					nucleus	cellular_component
7844	PF07578	GO:0008915					lipid-A-disaccharide synthase activity	molecular_function
7845	PF07578	GO:0009245					lipid A biosynthetic process	biological_process
7850	PF07645	GO:0005509					calcium ion binding	molecular_function
7851	PF07646	GO:0005515				GO:0045308;	protein binding	molecular_function
7852	PF07647	GO:0005515				GO:0045308;	protein binding	molecular_function
7853	PF07648	GO:0005515				GO:0045308;	protein binding	molecular_function
7856	PF07650	GO:0003723					RNA binding	molecular_function
7857	PF07651	GO:0005543					phospholipid binding	molecular_function
7858	PF07652	GO:0005524					ATP binding	molecular_function
7859	PF07652	GO:0008026					ATP-dependent helicase activity	molecular_function
7860	PF07652	GO:0019079					viral genome replication	biological_process
7861	PF07655	GO:0009297					pilus assembly	biological_process
7862	PF07655	GO:0019867					outer membrane	cellular_component
7863	PF07657	GO:0007219				GO:0030179;	Notch signaling pathway	biological_process
7864	PF07657	GO:0007275					multicellular organismal development	biological_process
7865	PF07657	GO:0016021					integral component of membrane	cellular_component
7866	PF07660	GO:0019867					outer membrane	cellular_component
7867	PF07663	GO:0008982				GO:0015455;GO:0015456;	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	molecular_function
7868	PF07663	GO:0009401					phosphoenolpyruvate-dependent sugar phosphotransferase system	biological_process
7869	PF07663	GO:0016021					integral component of membrane	cellular_component
7870	PF07664	GO:0015093					ferrous iron transmembrane transporter activity	molecular_function
7871	PF07664	GO:0015684					ferrous iron transport	biological_process
7872	PF07664	GO:0016021					integral component of membrane	cellular_component
7874	PF07669	GO:0003677					DNA binding	molecular_function
7875	PF07669	GO:0003824					catalytic activity	molecular_function
7876	PF07669	GO:0006304					DNA modification	biological_process
7877	PF07677	GO:0005576					extracellular region	cellular_component
7878	PF07678	GO:0005615					extracellular space	cellular_component
7879	PF07684	GO:0007219				GO:0030179;	Notch signaling pathway	biological_process
7880	PF07684	GO:0007275					multicellular organismal development	biological_process
7881	PF07684	GO:0030154					cell differentiation	biological_process
7882	PF07684	GO:0016021					integral component of membrane	cellular_component
7883	PF07685	GO:0003824					catalytic activity	molecular_function
7884	PF07685	GO:0009236					cobalamin biosynthetic process	biological_process
7885	PF07688	GO:0006468					protein phosphorylation	biological_process
7886	PF07688	GO:0007623				GO:0050895;	circadian rhythm	biological_process
7887	PF07689	GO:0048511					rhythmic process	biological_process
7888	PF07690	GO:0055085					transmembrane transport	biological_process
7889	PF07690	GO:0016021					integral component of membrane	cellular_component
7890	PF07694	GO:0000155					phosphorelay sensor kinase activity	molecular_function
7891	PF07694	GO:0004673				GO:0008896;	protein histidine kinase activity	molecular_function
7892	PF07694	GO:0000160					phosphorelay signal transduction system	biological_process
7893	PF07694	GO:0071555				GO:0007047;GO:0044234;	cell wall organization	biological_process
7894	PF07694	GO:0016021					integral component of membrane	cellular_component
7895	PF07700	GO:0020037					heme binding	molecular_function
7896	PF07701	GO:0004383					guanylate cyclase activity	molecular_function
7897	PF07701	GO:0006182					cGMP biosynthetic process	biological_process
7898	PF07702	GO:0003677					DNA binding	molecular_function
7899	PF07702	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
7906	PF07714	GO:0004672				GO:0050222;	protein kinase activity	molecular_function
7907	PF07714	GO:0006468					protein phosphorylation	biological_process
7908	PF07715	GO:0004872				GO:0019041;	receptor activity	molecular_function
7909	PF07715	GO:0006810				GO:0015457;GO:0015460;	transport	biological_process
7910	PF07715	GO:0016020					membrane	cellular_component
7911	PF07716	GO:0003700				GO:0000130;	transcription factor activity, sequence-specific DNA binding	molecular_function
7912	PF07716	GO:0043565					sequence-specific DNA binding	molecular_function
7913	PF07716	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
7914	PF07718	GO:0005198					structural molecule activity	molecular_function
7915	PF07718	GO:0006886				GO:0032779;	intracellular protein transport	biological_process
7916	PF07718	GO:0016192				GO:0006899;	vesicle-mediated transport	biological_process
7917	PF07718	GO:0030126				GO:0017167;	COPI vesicle coat	cellular_component
7918	PF07721	GO:0042802					identical protein binding	molecular_function
7919	PF07722	GO:0016787					hydrolase activity	molecular_function
7920	PF07722	GO:0006541					glutamine metabolic process	biological_process
7921	PF07724	GO:0005524					ATP binding	molecular_function
7922	PF07726	GO:0005524					ATP binding	molecular_function
7923	PF07726	GO:0016887				GO:0004002;	ATPase activity	molecular_function
7924	PF07728	GO:0005524					ATP binding	molecular_function
7925	PF07728	GO:0016887				GO:0004002;	ATPase activity	molecular_function
7926	PF07730	GO:0000155					phosphorelay sensor kinase activity	molecular_function
7927	PF07730	GO:0046983					protein dimerization activity	molecular_function
7928	PF07730	GO:0000160					phosphorelay signal transduction system	biological_process
7929	PF07730	GO:0016021					integral component of membrane	cellular_component
7930	PF07731	GO:0005507					copper ion binding	molecular_function
7931	PF07731	GO:0016491					oxidoreductase activity	molecular_function
7932	PF07731	GO:0055114					oxidation-reduction process	biological_process
7933	PF07732	GO:0005507					copper ion binding	molecular_function
7934	PF07733	GO:0008408					3'-5' exonuclease activity	molecular_function
7935	PF07733	GO:0006260				GO:0055133;	DNA replication	biological_process
7939	PF07743	GO:0051259					protein oligomerization	biological_process
7940	PF07745	GO:0015926					glucosidase activity	molecular_function
7941	PF07748	GO:0015923					mannosidase activity	molecular_function
7942	PF07748	GO:0006013					mannose metabolic process	biological_process
7944	PF07757	GO:0008168				GO:0004480;	methyltransferase activity	molecular_function
7947	PF07778	GO:0034508					centromere complex assembly	biological_process
7948	PF07778	GO:0000776				GO:0005699;	kinetochore	cellular_component
7949	PF07780	GO:0008168				GO:0004480;	methyltransferase activity	molecular_function
7950	PF07780	GO:0006364				GO:0006365;	rRNA processing	biological_process
7951	PF07780	GO:0005634					nucleus	cellular_component
7955	PF07808	GO:0005634					nucleus	cellular_component
7958	PF07810	GO:0016021					integral component of membrane	cellular_component
7959	PF07813	GO:0042597				GO:0005620;	periplasmic space	cellular_component
7960	PF07815	GO:0005737					cytoplasm	cellular_component
7961	PF07817	GO:0016973					poly(A)+ mRNA export from nucleus	biological_process
7962	PF07817	GO:0005643				GO:0005644;	nuclear pore	cellular_component
7963	PF07818	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
7964	PF07819	GO:0016788					hydrolase activity, acting on ester bonds	molecular_function
7965	PF07819	GO:0006505				GO:0046472;	GPI anchor metabolic process	biological_process
7966	PF07819	GO:0006886				GO:0032779;	intracellular protein transport	biological_process
7967	PF07820	GO:0000746					conjugation	biological_process
7968	PF07821	GO:0004556					alpha-amylase activity	molecular_function
7969	PF07821	GO:0005509					calcium ion binding	molecular_function
7970	PF07821	GO:0005975					carbohydrate metabolic process	biological_process
7974	PF07823	GO:0004112					cyclic-nucleotide phosphodiesterase activity	molecular_function
7977	PF07826	GO:0003937					IMP cyclohydrolase activity	molecular_function
7978	PF07826	GO:0006164					purine nucleotide biosynthetic process	biological_process
7979	PF07826	GO:0006188					IMP biosynthetic process	biological_process
7985	PF07830	GO:0000287					magnesium ion binding	molecular_function
7986	PF07830	GO:0004721					phosphoprotein phosphatase activity	molecular_function
7987	PF07830	GO:0030145					manganese ion binding	molecular_function
7988	PF07831	GO:0016763					transferase activity, transferring pentosyl groups	molecular_function
7989	PF07831	GO:0006213					pyrimidine nucleoside metabolic process	biological_process
7990	PF07834	GO:0005096				GO:0005097;GO:0005098;GO:0005099;GO:0005100;GO:0005101;GO:0008060;GO:0017123;GO:0030675;GO:0046582;	GTPase activator activity	molecular_function
7991	PF07834	GO:0007165				GO:0023033;	signal transduction	biological_process
7992	PF07836	GO:0016833					oxo-acid-lyase activity	molecular_function
7993	PF07836	GO:0019439					aromatic compound catabolic process	biological_process
7994	PF07837	GO:0005542					folic acid binding	molecular_function
7995	PF07837	GO:0016740					transferase activity	molecular_function
7996	PF07837	GO:0008152					metabolic process	biological_process
7998	PF07840	GO:0000062					fatty-acyl-CoA binding	molecular_function
7999	PF07840	GO:0019217				GO:0006632;	regulation of fatty acid metabolic process	biological_process
8000	PF07842	GO:0003677					DNA binding	molecular_function
8001	PF07842	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
8002	PF07842	GO:0005634					nucleus	cellular_component
8004	PF07847	GO:0016702					oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function
8005	PF07847	GO:0055114					oxidation-reduction process	biological_process
8006	PF07850	GO:0004872				GO:0019041;	receptor activity	molecular_function
8007	PF07850	GO:0016021					integral component of membrane	cellular_component
8008	PF07851	GO:0016021					integral component of membrane	cellular_component
8009	PF07859	GO:0016787					hydrolase activity	molecular_function
8010	PF07859	GO:0008152					metabolic process	biological_process
8011	PF07880	GO:0019058				GO:0019067;	viral life cycle	biological_process
